,,,,,,,,,,
,no siRNA,r43/r45,r46/r47,r48/r49,r50/r51,r52/r53,r54/r55,r56/r57,r58/r59,r60/r61
,no siRNA,r43/r45,r46/r47,r48/r49,r50/r51,r52/r53,r54/r55,r56/r57,r58/r59,r60/r61
,no siRNA,r43/r45,r46/r47,r48/r49,r50/r51,r52/r53,r54/r55,r56/r57,r58/r59,r60/r61
,no siRNA,r43/r45,r46/r47,r48/r49,r50/r51,r52/r53,r54/r55,r56/r57,r58/r59,r60/r61
,no siRNA,r43/r45,r46/r47,r48/r49,r50/r51,r52/r53,r54/r55,r56/r57,r58/r59,r60/r61
