17334880,,,,,,,,,,,18229520
16957960,7235800,8423960,9015880,7266800,7510960,6261120,5990920,8885160,6196800,7051320,17715840
17179960,7736400,9131520,10083360,7756840,7974320,6858840,7027120,9124160,7177280,7613720,16974400
16413000,7906120,9583480,10102720,8373400,8471400,7017240,7196040,9067920,6982240,7714480,17315360
6825600,7282320,9087960,10158600,8372920,9132360,7478720,7338400,9754160,6594960,6542000,
6298440,7303000,9060920,10176880,8218240,9303560,7174960,7620480,10386520,7105120,6685600,
6229520,6898840,8966640,9959880,7988040,8034840,6796080,6928440,9676720,6433160,6152040,
5776440,,,,,,,,,,,
