17493320,,,,,,,,,,,17755560
17491480,6895120,9047760,9988360,8799360,8619320,6768040,6274680,9739560,5988960,7162760,17380120
17251400,7569280,10272640,10770720,9999400,9180040,7259080,6556840,10497520,6297560,7186320,17366400
16931520,7443320,10492760,11074440,9767080,9163720,7537040,6932040,10606160,6568640,7285800,16921160
6994480,6798080,10235240,10903520,9695800,9310640,7519560,7014520,10854120,6636520,6986360,
6580760,6678960,10844240,11334040,10163760,9189920,7723720,6800120,10364800,6531240,6356680,
6191600,6393240,9917440,10159960,9251920,8847360,7250480,6709040,10324640,6461800,6595320,
6180360,,,,,,,,,,,
